GROUP,IP_COUNTRY,Participant_Sex,Age,LRB1,LRB3,LRB4,LRB5,LRB6,LRB7,LRB8,LRB9,LRB10,LRB11,LRB12,General_Health,INF_PREV_COMM,INF_PREV_FAM,INF_PREV_JOB,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7,Risk8,Risk9,Risk10,Risk11,Risk12,Risk13,Risk14,Risk15,Risk16,Risk17,Risk18,Risk19,Risk20,Risk21,Risk22,Risk23,Risk24,Risk25,Risk26,Risk27,Risk28,Risk29,Risk30,Risk31,Risk32,Risk33,Risk34,ATC1,ATC2,ATC3,ATC4,ATC5,ATC6,ATC7,ATC8,ATC9,Imm1,Imm2,Imm3,Imm4,Imm5,Imm6,Imm7,Imm8,Imm9,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,TDDS1,TDDS2,TDDS3,TDDS4,TDDS5,TDDS6,TDDS7,TDDS8,TDDS9,TDDS10,TDDS11,TDDS12,TDDS13,TDDS14,TDDS15,TDDS16,TDDS17,TDDS18,TDDS19,TDDS20,TDDS21,PVD1,PVD2,PVD3,PVD4,PVD5,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11,PVD12,PVD13,PVD14,PVD15
4,2,2,28,1,2,40,0,2,1,20,1,2,2,8,4,30,6,16,2,3,1,2,1,1,1,1,4,3,4,1,1,2,5,5,5,4,5,5,2,5,5,1,2,2,1,3,2,3,2,2,3,1,1,2,1,1,1,1,1,1,1,6,5,6,6,6,6,6,6,6,2,2,1,1,6,9,6,6,7,6,0,6,6,0,6,6,0,6,5,4,2,6,0,6,2,0,6,0,1,0,7,7,7,7,7,5,7,7,7,7,7,4,2,7,7
4,2,2,34,1, ,50,0,0,1,31,1,0,0,9,5,41,5,10,3,3,4,4,5,4,5,4,5,4,4,2,2,4,2,1,2,2,1,2,3,2,2,2,2,4,5,5,4,4,5,5,3,2,2,1,2,1,4,1,1,2,2,1,1,4,3,4,3,2,3,2,1,1,1,2,1,9,1,1,1,1,5,4,2,6,1,1,5,1,2,1,1,0,4,4,0,5,0,0,6,5,2,4,6,2,3,1,5,2,1,2,7,5,4,6,1
4,2,2,27,2, , , ,1,2, ,1,0,0,0,4,0,0,0,4,3,3,5,5,5,4,5,5,5,5,1,2,3,2,3,3,3,3,2,4,1,1,5,5,5,4,5,3,5,5,5,4,5,2,1,4,1,4,1,2,3,3,3,1,1,1,1,4,1,4,1,0,0,0,1,1,7,2,2,3,2,1,5,6,1,3,4,1,5,4,4,5,6,2,5,3,2,0,6,1,1,7,3,5,7,7,2,7,5,7,1,2,7,2,5,6
4,2,2, ,1,6,80,50, ,1,18,3,1,1,1,5,35,31,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,8,7,7,9,8,9,9,8,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4,2,2,29,1,4,90,0,2,1,29,1,2,1,25,2,60,42,37,3,4,4,4,3,5,4,3,3,4,5,4,3,4,3,3,5,4,2,1,1,2,2,2,2,2,1,2,3,2,2,1,3,2,3,2,3,1,2,2,2,3,2,3,4,4,3,3,4,4,3,5,8,7,6,7,5,5,4,5,6,2,4,4,3,3,4,4,4,3,3,4,4,5,3,4,5,3,4,5,4,4,4,5,5,4,4,5,5,4,6,5,4,5,4,6,5
4,2,2,18,1,5,30,40,21,1,18,3,1,2,3,5,32,33,41,3,2,2,3,2,1,3,2,2,2,1,2,2,1,2,2,3,1,2,1,2,3,2,2,1,2,3,3,2,1,3,2,1,2,2,1,2,1,2,2,1,2,1,5,6,5,6,5,5,4,5,6,4,5,4,6,5,7,7,5,8,5,4,5,5,4,5,4,5,4,3,5,4,4,5,4,3,5,4,3,5,4,7,6,5,7,5,7,5,6,7,5,7,6,5,6,7
4,2,2,27,2, , , ,12,1,26,4,4,3,15,4,81,81,82,3,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,4, ,5,4,5,5,5,5,5,4,3,4,2,4,3,3,4,4,3,5,6,5,5,6,5,5,5,6,7,8,7,9,8,8,8,8,8,4,6,5,6,5,6,6,5,5,6,6,5,6,6,5,5,6,5,6,5,6,7,6,6,6,6,6,5,7,6,6,6,6,5,7,5
4,2,2,27, , , , ,2,1,27,3,25,14,2,4,88,90,88,2,3,4,4,4,5,4,4,4,4,5,4,4,4,5,3,4,5,4,5,4,4,3,5,4,4,4,4,4,4,5,4,4,4,3,3,4,3,3,3,3,4,3,4,4,5,5,5,5,6,5,5,7,7,8,8,8,8,8,8,9,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,6,5,7,5,6,6,6,5,6,7,6,6,6,6,6
4,2,2,37,2, , , ,2,1,15,3,2,1,0,5,0,0,0,5,5,5,5,5,5,4,4,5,5,5,3,4,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,1,2,2,3,4,4,4,4,3,3,5,5,3,4,5,1,4,4,7,8,1,8,8,8,6,3,6,6,1,3,6,1,5,6,0,4,6,0,6,6,0,4,5,3,3,7,4,7,7,4,1,3,4,7,4,4,4,2,5,2
4,2,2,28,1,1,80,60,1,1,27,1,1,1,1,4,81,31,51,2,2,4,2,4,4,4,2,2,4,2,1,2,4,2,3,2,3,2,1,4,3,2,1,2,3,4,4,3,4,2,3,2,3,2,1,3,2,1,2,1,3,3,4,2,3,2,4,3,2,3,4,1,1,1,9,2,1,5,4,3,4,2,1,2,3,1,2,4,3,2,4,3,4,5,4,3,3,5,4,2,3,4,2,3,4,3,2,4,3,5,4,4,3,5,4,3
4,2,2,33,1,6,100,0,9,1,21,1,3,0,54,4,15,6,2,4,4,4,5,5,4,4,4,5,5,5,3,2,4,5,5,3,3,5,5,5,5,5,3,3,4,4,3,4,3,4,3,4,4,2,1,4,1,3,2,2,2,4,2,3,4,2,2,3,2,2,2,1,0,2,7,7,3,4,3,3,6,3,6,6,0,4,3,0,4,6,3,5,6,3,4,5,6,3,5,0,6,5,3,5,7,6,1,4,1,6,1,6,6,6,7,2
4,2,2,31,1,3,100,0,0,1,25,1,0,0,27,4,3,0,1,5,3,2,5,2,5,5,3,4,5,4,3,3,4,4,3,4,3,3,3,4,4,4,1,1,2,2,3,2,3,2,3,2,3,2,1,1,1, ,1,2,2,4,2,3,2,2,1,3,4,3,2,1,1,1,1,5,1,4,1,6,1,6,6,6,3,6,5,5,3,0,6,3,2,3,5,4,5,1,2,6,5,4,3,5,3,4,4,3,4,3,5,5,4,3,5,3
4,2,2,23,2, , , ,3,2, ,1, , , ,4,3,1,5,3,3,4,5,4,4,4,5,5,5,5,2,2,3,4,4,4,2,2,5,1,4,4,4,5,4,4,5,4,5,4,5,1,3,2,3,3,2,1,4,2,1,3,2,1,2,2,5,5,2,4,2,0,0,0,4,2,7,6,3,4,4,3,2,6,2,4,4,2,5,5,3,6,6,2,4,6,6,4,5,2,3,6,4,6,7,2,2,5,2,6,3,5,2,2,4,5
4,2,2,29,1,3,70,0,3,1,30,1,1,0,33,3,51,48,56,4,3,3,4,4,5,4,4,3,4,5,5,4,4,5,2,3,4,4,2,2,1,3,4,1,3,4,3,1,3,4,4,3,2,2,1,1,2,1,2,1,1,2,5,4,2,2,2,5,4,2,5,1,1,1,2,2,2,5,3,3,4,0,5,5,0,5,3,3,4,4,4,1,3,2,4,3,3,4,3,4,3,5,4,3,4,4,5,4,3,4,5,5,4,3,4,3
4,2,2,36,1,7,90,0,0,1,27,1,0,0,42,4,45,55,61,3,4,5,4,4,5,4,5,4,5,4,5,4,4,3,3,4,5,3,4,3,4,5,2,4,3,4,3,4,3,4,4,5,4,2,3,2,3,3,2,2,3,3,1,3,4,4,5,3,4,5,4,0,0,0,1,1,8,2,3,4,3,6,5,6,6,5,3,5,5,6,5,5,4,5,3,4,4,4,3,3,4,5,4,5,4,5,6,5,4,5,5,2,4,3,3,4
4,2,2,24,1,3,70,0,6,1,20,1,4,2,0,5,3,0,0,4,3,3,3,2,5,4,4,3,5,4,4,4,2,5,4,4,5,4,5,2,2,2,5,4,3,4,4,3,3,4,4,5,4,1,2,2,1,1,2,1,2,1,5,4,5,5,5,5,5,4,5,3,3,4,3,6,4,4,2,6,4,2,4,6,4,6,3,2,2,1,5,5,6,4,4,5,5,4,0,6,4,5,6,6,4,6,4,5,3,6,5,3,6,3,5,4
4,2,2,29,1,3,70,10,0,1,24,1,0,0,24,4,9,0,0,1,3,4,5,4,5,5,5,5,5,5,3,1,3,5,5,3,2,3,5,5,4,4,3,4,5,5,5,5,5,5,5,2,1,3,1,4,1,4,1,2,3,4,4,4,5,4,6,4,5,4,6,1,1,0,1,1,9,1,1,1,6,6,5,6,6,4,5,6,5,6,6,2,6,6,5,5,6,1,5,6,6,5,6,6,7,5,4,5,5,7,4,5,4,5,5,4
4,2,2,30,1,3,70,70,2,1,19,1,3,2,5,3,40,34,49,3,4,3,4,3,3,3,4,3,2,4,4,3,4,3,4,3,2,2,3,4,3,4,3,4,3,4,2,3,4,3,3,4,3,2,3,3,2,3,2,3,3,2,4,3,2,3,4,4,3,2,3,3,5,4,6,4,6,5,7,4,2,4,2,4,2,4,3,3,4,5,3,2,3,4,3,4,2,3,4,5,3,3,4,5,3,4,4,3,4,5,4,3,5,3,4,5
4,2,2,26,1,5,80,60,2,1,22,1,2,2,2,3,49,77,59,4,3,2,3,5,3,2,1,2,4,3,2,1,4,2,2,3,2,2,1,4,3,3,4,2,3,3,4,2,2,3,2,4,2,2,3,2,1,3,3,2,3,2,5,3,3,5,4,4,3,2,4,4,3,4,7,5,4,7,6,4,5,2,4,3,4,3,3,5,4,3,2,4,4,3,5,3,2,4,5,4,3,5,3,4,2,5,6,4,3,5,5,3,2,4,5,4
4,2,2,34,1,4,90,70,4,1,17,3,2,2,4,4,82,80,77,4,3,3,4,4,3,4,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,2,2,1,1,2,2,3,3,2,4,3,4,3,3,4,4,5,5,4,5,7,6,7,6,8,7,6,4,3,5,5,4,5,4,4,5,4,3,4,5,4,4,4,3,4,5,5,4,5,6,5,4,5,5,4,5,6,5,4,6,5,4,6
4,2,2,32,1,2,90,30,4,2, ,3,1,0,0,3,94,62,56,4,5,3,4,3,5,5,3,4,5,4,1,1,4,1,3,1,4,1,4,3,4,5,3,2,3,4,3,2,3,4,3,2,3,2,1,4,3,2,2,3,2,3,5,6,5,6,6,5,6,6,5,0,0,0,1,1,1,2,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,1,1,2,7,1,2,4,2,1,2,1,1,2,2,2,2
4,2,2,28,1,2,30,70,2,1,5,3,3,3,5,3,16,51,29,2,4,3,2,4,3,2,3,5,4,2,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,4,4,3,2,3,4,3,2,2,3,3,2,3,4,3,2,3,3,4,3,2,4,5,3,2,4,4,6,3,6,4,6,8,6,4,2,3,5,3,2,4,5,2,4,3,2,4,5,3,1,2,3,5,3,2,5,3,4,6,5,4,3,4,6,4,3,3,5,6,4,3
4,2,2,29,1,1,100,0,0,1,27,1,0,0,9,4,19,36,52,3,1,3,3,2,4,3,5,3,5,2,5,4,3,1,4,2,4,4,4,4,1,3,5,3,1,4,5,2,4,3,3,1,2,2,1,2,1,3,3,2,4,2,4,5,5,4,6,2,6,5,6,1,1,1,4,3,4,5,2,3,4,4,6,2,3,2,2,5,1,3,5,2,4,5,5,1,3,4,3,5,3,7,5,6,7,4,3,7,6,3,4,6,3,5,2,5
4,2,2,27,1,4,80,60,31,1,19,1,2,1,5,3,47,55,49,4,3,4,3,4,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4,3, ,4,4,3,2,3,3,2,3,3,3,2,3,3,3,2,3,2,3,2,3,2,4,5,4,5,4,4,3,4,5,6,4,5,7,5,6,5,3,5,4,1,3,1,2,2,1,3,2,1,2,3,2,1,3,2,1,2,2,2,3,5,3,4,5,4,5,4,3,4,5,5,4,3,4,5
4,2,2,28,1,4,100,40,0,1,26,3,0,0,42,5,88,82,95,3,2,4,3,3,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4, ,4,3,4,3, ,4,3,4,4,4,4,3,2,3,2,3,3,4,3,3,6,5,6,5,5,6,5,5,6,7,6,7,7,6,7,6,5,6,5,3,5,4,5,4,6,5,4,6,6,4,5,6,6,5,4,5,4,6,5,6,5,6,3,6,6,5,7,5,6,7,6,6,6,6
4,2,2,34,1, ,90,0,0,2, ,3,0,0,0,2,60,51,64,4,4,3,4,4,3,4,4,3,4,3,5,4,2,4,4,5,4,4,3,4,4,2,4,4,3,4,4,3,4,2,4,3,4,1,1, ,2,1,1,2,2,2,4,4,5,4,4,5,4,3,3,2,4,5,2,2,2,2,1,2,4,3,2,1,1,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2
4,2,2,27,1,3,20,10,3,1,24,3,25,24,3,3,62,65,65,3,4,2,3,2,2,2,3,3,4,3,2,3,3,3,4,3,3,3,3,2,2,2,3,4,3,3,3,4,3,3,3,3,4,2,2,3,2,2,2,2,2,2,4,4,4,3,3,4,4,4,4,7,4,3,4,5,3,6,4,6,3,4,4,5,3,3,5,4,5,5,4,4,4,3,3,4,4,4,5,5,4,5,5,5,3,5,4,5,5,3,4,3,3,4,5,3
4,2,2,37,1,4,90,0,2,1,20,1,2,1,16,4,10,2,20,3,4,2,4,4,3,4,2,4,4,3,5,3,5,3,4,3,4,3,2,2,3,4,3,4,3,2,3,2,3,5,4,2,3,2,3,2,3,3,2,1,3,3,4,5,3,4,4,3,5,4,4,4,5,4,5,7,6,6,4,6,3,4,2,4,5,3,2,2,3,2,2,3,2,3,3,4,1,1,3,2,3,4,5,3,5,4,5,6,4,3,5,4,5,4,5,2
4,2,2,35,1,1,80,0,3,1,29,1,0,0,9,3,10,10,20,3,4,4,5,4,5,4,5,5,4,4,2,2,3,2,1,2,3,4,4,5,4,3,3,4,4,5,5,4,5,5,4,2,2,1,2,4,1,2,1,2,1,1,4,5,6,5,5,4,5,4,6,1,1,0,1,1,9,2,1,2,6,4,6,6,5,5,4,1,5,5,4,5,6,5,6,6,6,2,6,5,1,7,4,7,7,6,5,6,5,7,2,6,2,2,6,3
4,2,2,27,1,2,10,20,7,1,27,3,7,3,2,3,74,70,74,4,4,2,2,2,3,4,4,4,3,3,2,3,2,3,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,3,7,4,5,6,7,4,5,4,6,5,3,4,3,3,4,5,5,4,4,4,4,3,4,4,4,3,4,3,4,4,5,6,5,3,5,5,5,5,3,4,5,6,5,4,4
4,2,2,24,2, , , ,5,1,19,1,2,1,0,4,30,20,38,4,4,3,4,3,5,4,2,5,5,4,3,4,3,5,3,4,3,4,5,3,5,5,4,3,5,4,4,4,3,5,5,3,4,2,2,2,1,1,2,1,2,1,4,2,3,2,2,3,2,3,2,1,2,0,3,2,7,5,3,4,2,5,4,3,2,4,1,3,2,2,3,3,2,3,3,2,3,3,2,1,4,6,3,5,4,6,2,2,3,4,2,5,6,4,6,3
4,2,2,30,1,1,90,90,23,1,23,3,23,23,23,3,90,89,96,1,2,3,4,5,4,3,2,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,4,3,2,1,2,3,4,5,5,4,3,1,3,2,4,1,2,4,3,1,5,4,5,6,6,5,4,5,5,7,7,8,8,9,8,9,7,9,6,6,6,5,6,5,6,6,5,5,6,6,6,6,6,5,4,5,5,5,5,6,7,7,6,5,4,6,6,5,6,6,5,7,6,7
4,2,2,30,1,1,80,80,78,1,27,3,26,26,78,3,94,87,98,3,4,5,4,2,4,3,5,4,2,3,5,2,5,4,2,3,4,3,5,1,3,5,3,2,4,3,2,5,3,2,3,5,4,3,2,4,1,2,2,2,3,2,4,6,5,4,5,5,3,5,4,6,7,5,9,8,9,7,2,6,5,6,2,4,3,4,6,4,5,3,5,3,5,4,5,6,3,5,3,5,5,5,6,5,6,5,6,4,6,5,6,5,6,3,5,4
4,2,2,27,2, , , ,5,1,27,3,1,2,1,5,92,92,91,2,4,4,5,4,5,5,5,4,4,4,5,4,4,4,5,4,5, ,4,4,4,5,5,4,4,5,5,4,5,5,5,5,4,2,2,2,3,3,3,4,3,4,5,5,5,5,5,5,5,5,5,7,7,7,8,8,8,7,9,8,6,5,5,4,5,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,6,6,6,7,6,6,6,6,6,6,6,7,6,6
4,2,2,27,2, , , ,12,1,27,3,4,3,9,4,91,92,93,4,3,5,4,3,5,5,4,5,5,5,5,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,5,5,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,6,5,7,8,7,7,9,8,8,8,8,6,5,5,5,6,5,5,4,6,5,6,5,6,5,6,5,4,6,5,6,5,6,6,7,6,6,6,7,6,5,6,7,6,6,6,6
4,2,2,25,1,1,100,0,3,1,19,3,0,0,12,3,50,65,40,1,2,1,2,1,1,1,2,5,5,5,1,1,2,2,1,1,1,1,5,1,4,3,1,4,5,1,1,2,5,5,5,1,1,1,1,4,1,3,1,1,3,1,2,1,5,4,5,6,6,5,6,2,1,1,8,9,5,4,2,7,1,6,6,6,5,6,6,5,4,6,0,5,3,6,2,5,3,5,5,4,6,7,6,7,5,7,6,5,6,4,5,3,6,5,5,6
4,2,2,29,1,2,50,0,3,1,24,1,1,0,0,4,7,15,10,3,4,3,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2,9,9,9,7,8,8,2,2,5,5,1,4,1,1,4,4,5,3,1,0,5,5,1,5,5,5,5,3,5,4,4,5,4,5,5,4,5,4,3,3,4,3
4,2,2,33,1,2,90,0,0,1,33,1,0,0,3,4,49,33,48,2,2,3,3,3,3,2,3,3,4,3,1,1,3,3,2,2,3,1,2,4,4,4,3,3,2,3,3,3,4,4,4,2,3,2,1,2,1,2,2,1,2,3,3,3,4,3,4,4,4,5,5,1,1,0,6,8,6,6,7,6,4,6,3,3,2,4,4,2,3,3,4,4,3,3,3,3,4,5,2,2,3,3,3,6,2,5,2,7,6,5,3,7,5,4,5,3
4,2,2,37,1,4,60,80,2,1,24,1,2,3,1,3,43,80,69,4,2,3,4,3,5,4,3,2,4,3,4,4,3,2,5,4,3,3,4,3,2,4,3,2,4,3,4,3,5,4,3,2,4,2,1,2,1,2,1,2,1,2,5,4,3,5,6,5,4,6,5,6,5,3,3,7,5,3,8,5,4,3,6,5,3,5,4,2,4,3,5,5,4,2,2,4,3,6,5,4,5,6,4,5,3,5,3,6,4,7,6,2,4,3,6,5
4,2,2,28,1,6,70,50,9,2, ,1,4,3,6,4,74,69,67,4,3,2,4,2,4,4,2,3,4,2,4,4,3,2,4,3,2,4,3,2,1,3,4,2,2,2,3,4,3,2,4,3,2,2,1,2,2,3,2,3,2,3,5,3,4,5,4,3,4,5,4,5,4,5,3,7,7,7,6,6,5,4,2,3,4,5,4,2,4,5,4,4,3,4,2,4,5,6,4,4,2,6,4,4,3,4,5,6,5,2,5,5,2,3,5,5
4,2,2,28,1,2,80,60,15,2, ,1,4,2,3,4,75,71,69,4,2,3,2,2,3,4,2,3,2,3,4,4,2,3,4,5,3,4,2,2,2,2,3,4,4,3,3,4,4,3,3,4,3,3,2,2,2,3,2,3,3,3,3,5,5,4,3,5,5,4,3,6,6,6,4,7,4,8,5,7,4,6,4,4,2,4,4,3,5,3,4,5,4,4,3,4,4,5,3,3,4,4,6,5,2,6,6,4,5,2,5,4,3,6,3,5
4,2,2,28,1,5,60,50,5,2, ,1,5,4,4,4,20,15,22,3,4,4,3,3,2,3,4,5,4,3,3,4,3,2,3,3,4,3,3,2,3,2,3,5,4,3,4,2,3,3,3,3,4,3,2,3,4,3, ,2,2,3,5,4,3,3,4,3,4,2,4,5,6,3,6,7,6,7,5,5,5,4,3,4,3,4,4,3,4,4,3,4,2,5,5,3,2,4,4,2,3,5,3,6,5,4,6,5,4,2,5,4,5,5,3,4
4,2,2,40,1,1,90,80,0,1,28,1,0,0, ,3,11,5,12,3,4,3,2,3,2,4,3,2,4,3,2,2,3,4,5,4,2,2,3,4,2,3,4,3,2,3,4,3,4,3,4,3,2,3,2,3,4,2,3,2,3,2,2,3,4,3,5,4,2,3,2,1,1,1,2,1,5,2,3,2,3,1,0,2,1,0,1,1,0,1,0,2,1,2,1,0,1,1,0,1,0,4,3,2,3,4,2,3,2,3,2,3,2,4,2,3
4,2,2,30,1,2,80,50,0,1,27,1,0,0,24,4,73,80,69,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,3,4,2,1,2,2,1,2,1,2,2,5,4,5,5,4,4,5,5,4,7,6,4,7,6,7,7,6,7,5,4,5,4,5,5,4,5,4,3,4,4,5,4,5,4,3,4,3,4,4,6,5,5,6,5,6,5,4,5,6,5,4,5,6,5
4,2,2,30,1,5,30,30,4,1,12,1,7,4,9,3,64,57,63,4,2,3,4,4,3,3,2,4,5,4,3,3,4,2,3,4,4,4,2,2,1,3,3,4,3,4,2,4,3,4,4,2,3,2,2,3,2,3,2,1,2,3,4,5,3,4,5,5,5,6,4,6,3,5,5,4,6,5,3,4,3,1,2,4,3,3,2,2,3,4,4,1,2,3,3,2,1,2,4,3,3,5,2,3,4,5,5,4,3,4,5,5,4,3,6,5
4,2,2,30,1,1,60,50,1,1,24,3,23,1,1,4,63,55,63,4,3,2,3,4,3,4,3,2,3,5,3,4,3,2,3,4,3,4,2,3,4,3,3,4,3,2,3,4,3,2,3,4,3,3,2,1,2,3,2,3,2,3,5,4,3,4,5,5,4,3,4,6,5,4,5,6,7,8,7,6,2,3,4,5,4,3,2,2,3,4,5,4,3,4,2,3,4,5,4,3,2,6,5,4,2,5,4,5,6,5,4,3,4,5,6,5
4,2,2,30,1,1,70,60, ,1,30,3,0,0,0,4,67,53,61,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,4,3,2,3,4,4,3,2,3,4,3,4,2,2,3,4,2,3,2,3,2,2,3,2,3,5,4,3,4,5,5,4,3,4,7,6,5,4,5,6,8,6,5,5,4,3,4,5,4,3,5,4,3,2,4,3,4,4,4,3,4,3,4,3,6,5,4,5,4,6,5,4,5,4,5,4,6,5,4
4,2,2,30,1,3,20,30,0,1,30,1,0,0,0,3,61,50,62,4,3,4,3,2,3,4,3,4,4,3,2,3,4,2,3,3,4,4,3,2,3,4,4,2,3,4,4,3,2,3,3,4,3,3,2,1,2,3,3,2,1,2,4,5,3,2,3,4,4,5,4,6,5,4,6,5,7,7,6,4,5,3,3,2,4,5,4,5,3,4,3,4,3,2,3,4,5,4,3,2,3,5,4,3,5,4,4,5,6,4,5,4,3,6,5,4
4,2,2,44,1,2,100,0,0,1,30,1,0,0,27,4,20,1,3,3,4,5,5,5,5,4,5,5,5,5,3,2,3,5,5,4,4,5,5,3,5,5,5,5,5,4,5,5,5,5,5,2,3,2,1,4,1,4,1,4,1,3,3,3,3,2,2,5,3,2,3,1,0,0,1,1,9,1,1,1,6,3,6,6,3,2,6,3,2,6,3,3,6,5,2,4,5,0,6,5,3,7,1,2,6,2,4,6,4,6,4,3,4,3,4,5
4,2,2,31,1, ,100,0,6,1,21,3,3,3,6,4,29,18,2,1,1,3,3,4,4,5,4,3,4,3,4,1,3,1,1,1,1,1,4,1,4,4,1,1,3,5,4,4,5,4,2,1,3,1,1,4,1,4,1,1,4,4,1,1,2,1,6,6,2,3,1,4,4,0,1,9,9,8,4,4,5,0,6,5,0,0,1,0,0,2,0,2,0,0,6,0,0,6,6,0,0,7,6,7,1,7,1,7,7,7,7,7,5,1,6,7
4,2,2,39,2, , , ,27,2, ,3,0, ,12,3,50,63,52,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,1,3,2,2,3,2,2,3,2,2,2,3,2,3,4,3,2,3,2,3,2,1,2,3,2,3,2,2,3,4,3,2,3,3,4,3,3,3,2,2,3,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,4,3,4,4,3,2,5,3,3,4,3
4,2,2,30,1,7,80,90, ,1,30,1,9,9,27,1,63,67,71,5,4,4,4,4,4,4,5,3,3, , ,4,4,3,4,4,3,4,4,3,4,3,3,5,4,4,5,4,4,5,4,4,3,4,3,3,3,4,4,3,3,3,5,5,4,5,5,5,5,4,5,7,6,5,6,7,5,6,7,8,4,5,3,3,5,4,4,5,5,4,4,5,5,4,5,5,5,4,5,4,4,6,6,5,5,5,6,6,5,5,6,6,5,5,5,5
4,2,2,27,1,6,90,20,0,1,22,1,0,0,27,3,55,49,71,3,4,4,3,4,3,3,3,4,4,3,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,3,2,3,4,3,3,4,2,2,4,1,4,4,1,3,1,6,4,4,3,4,4,5,4,4,1,1,1,5,2,5,5,4,1,2,1,2,2,2,2,2,3,2,2,3,3,2,0,3,0,0,0,0,1,0,4,4,4,4,5,4,6,2,4,4,7,6,3,4,4
4,2,2,26,1,1,100,100,0,2, ,3,0,0, ,5,30,40,50,4,3,3,5,4,2,3,4,2,2,3,5,4,3,2,4,4,3,3,4,2,3,5,5,3,3,4, ,2,4,4,3,5,4,2,1,2,1,2,2,3,1,2,5,6,4,4,5,6,4,5,5,5,3,5,7,5,4,6,5,7,3,3,1,2,2,4,5,5,2,3,2,4,5,3,5,3,2,4,4,5,1,5,6,3,7,7,5,6,4,7,7,6,4,5,7,6
4,2,2,31,1,2,30,50,3,1,25,1,1,1,6,3,35,55,37,2,4,2,4,4,2,3,2,4,2,4,3,4,2,4,2,4,3,3,4,3,5,3,3,2,3,2,4,3,5,3,4,2,3,2,4,2,4,3,3,2,3,2,5,6,4,5,4,4,6,4,5,2,4,2,2,4,3,2,4,2,1,2,0,2,1,3,1,2,1,3,1,2,1,2,1,0,3,1,2,1,3,2,5,3,4,2,2,5,3,5,3,3,2,4,2,4
4,2,2,27,1,1,100,100,1,1,23,3,1,1,2,3,64,56,55,2,3,5,3,2,3,1,2,3, ,3,3,2,3,4,3,2,3,3,2,4,3,4,2,3,4,3,2,3,4,2,2,4,4,1,2,3,4,2,2,3,4,3,1,4,5,4,2,2,3,5,2,1,1,1,2,2,4,3,3,6,2,4,3,2,2,4,2,2,4,2,2,3,2,2,1,2,3,1,3,3,3,2,4,5,3,6,2,4,6,3,4,2,3,4,5,2
4,2,2,30,1,2,50,100,2,1,30,1,2,4,6,3,57,67,60,3,2,3,2,3,3,2,2,3,2,4,3,2,3,1,3,2,3,1,2,3,3,3,2,2,3,3,3,2,3,2,3,2,3,2,1,2,1,2,2,2,1,2,5,4,5,4,5,4,5,5,4,5,4,6,7,6,7,7,6,7,5,4,3,4,5,5,4,5,4,3,4,5,4,4,4,5,3,4,5,4,4,6,5,5,4,5,6,5,6,4,5,6,4,5,5,6
